stats_data_id,stat_code,stat_name,gov_org_code,gov_org,statistics_name,title_no,title,cycle,survey_date,open_date,updated_date,main_category_code,main_category,sub_category_code,sub_category,overall_total_number,collect_area,small_area,description,relevance,matched_filters,data_status,downloaded_rows,api_total_number,values_file,request_meta_file,metadata_file,notes
0000020108,00200502,社会・人口統計体系,00200,総務省,市区町村データ 基礎データ（オリジナル）,0000020108,Ｈ　居住,年度次,0,2026-06-19,2026-06-19,99,その他,99,その他,3895663,市区町村,0,"{""TABULATION_CATEGORY_EXPLANATION"":""社会・人口統計体系の市区町村ごとに集計したデータを提供します。""}",filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""Ｈ　居住"",""codes"":[{""code"":""H7301"",""level"":""1"",""name"":""H7301_自宅外通勤・通学者数"",""unit"":""人""},{""code"":""H730101"",""level"":""1"",""name"":""H730101_自宅外通勤・通学者数（徒歩だけ）"",""unit"":""人""},{""code"":""H730102"",""level"":""1"",""name"":""H730102_自宅外通勤・通学者数（鉄道・電車）"",""unit"":""人""},{""code"":""H730103"",""level"":""1"",""name"":""H730103_自宅外通勤・通学者数（乗合バス）"",""unit"":""人""},{""code"":""H730104"",""level"":""1"",""name"":""H730104_自宅外通勤・通学者数（勤め先・学校のバス）"",""unit"":""人""},{""code"":""H730105"",""level"":""1"",""name"":""H730105_自宅外通勤・通学者数（自家用車）"",""unit"":""人""},{""code"":""H730108"",""level"":""1"",""name"":""H730108_自宅外通勤・通学者数（利用交通手段が2種類）"",""unit"":""人""},{""code"":""H730109"",""level"":""1"",""name"":""H730109_自宅外通勤・通学者数（利用交通手段が3種類以上）"",""unit"":""人""},{""code"":""H730110"",""level"":""1"",""name"":""H730110_自宅外通勤・通学者数（オートバイ）"",""unit"":""人""},{""code"":""H730111"",""level"":""1"",""name"":""H730111_自宅外通勤・通学者数（自転車）"",""unit"":""人""},{""code"":""H730112"",""level"":""1"",""name"":""H730112_自宅外通勤・通学者数（ハイヤー・タクシー）"",""unit"":""人""},{""code"":""H730113"",""level"":""1"",""name"":""H730113_自宅外通勤・通学者数（その他）"",""unit"":""人""}],""param"":""cdCat01""}]",downloaded,46056,46056,.\research_project\data\raw\estat_target_transport_original\values\0000020108\cdCat01-H7301_H730101_H730102_H730103_H7_ada643ba1f.jsonl.gz,.\research_project\data\raw\estat_target_transport_original\requests\0000020108\cdCat01-H7301_H730101_H730102_H730103_H7_ada643ba1f.json,.\research_project\data\raw\estat_target_transport_original\metadata\0000020108.json,Ｈ　居住
