stats_data_id,stat_code,stat_name,gov_org_code,gov_org,statistics_name,title_no,title,cycle,survey_date,open_date,updated_date,main_category_code,main_category,sub_category_code,sub_category,overall_total_number,collect_area,small_area,description,relevance,matched_filters,data_status,downloaded_rows,api_total_number,values_file,request_meta_file,metadata_file,notes
0000033362,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01103,利用交通手段（１９）、常住地による人口（４Ａ）、１５歳以上自宅外就業者・通学者数 （常住地）市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,203876,該当なし,0,,filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""利用交通手段031167"",""codes"":[{""code"":""000"",""level"":""1"",""name"":""総数（不詳を含む）"",""unit"":""""}],""param"":""cdCat01""}]",downloaded,13555,13555,.\research_project\data\raw\census_2000_total\values\0000033362\cdCat01-000_8f285b15bd.jsonl.gz,.\research_project\data\raw\census_2000_total\requests\0000033362\cdCat01-000_8f285b15bd.json,.\research_project\data\raw\census_2000_total\metadata\0000033362.json,利用交通手段031167
