stats_data_id,stat_code,stat_name,gov_org_code,gov_org,statistics_name,title_no,title,cycle,survey_date,open_date,updated_date,main_category_code,main_category,sub_category_code,sub_category,overall_total_number,collect_area,small_area,description
0003063781,00200521,国勢調査,00200,総務省,平成22年国勢調査 従業地・通学地による人口・産業等集計（人口の男女，年齢，就業者の産業（大分類）),01422,従業地・通学地による常住市区町村，利用交通手段(16区分)別15歳以上自宅外就業者・通学者数 20大都市の区,-,201010,2012-06-26,2026-05-29,02,人口・世帯,01,人口,369920,該当なし,0,
0000010108,00200502,社会・人口統計体系,00200,総務省,都道府県データ 基礎データ,0000010108,Ｈ　居住,年度次,0,2026-06-30,2026-06-30,99,その他,99,その他,304560,全国,0,"{""TABULATION_CATEGORY_EXPLANATION"":""社会・人口統計体系の都道府県ごとに集計したデータを提供します。""}"
0000032863,00200521,国勢調査,00200,総務省,平成12年国勢調査 1%抽出速報集計,02901,利用交通手段（１９）、常住地による人口（５）、１５歳以上自宅外就業者・通学者数 全国・都道府県・１３大都市・人口５０万以上の市区（３０）,-,200010,2007-10-06,2026-05-29,02,人口・世帯,01,人口,5987,該当なし,0,
0000032864,00200521,国勢調査,00200,総務省,平成12年国勢調査 1%抽出速報集計,02902,利用交通手段（１９）、従業地・通学地による人口（４）、１５歳以上自宅外就業者・通学者数 全国・都道府県・１３大都市・人口５０万以上の市区（３０）,-,200010,2007-10-06,2026-05-29,02,人口・世帯,01,人口,4616,該当なし,0,
0000031293,00200521,国勢調査,00200,総務省,平成２年国勢調査 1%抽出速報集計,021,利用交通手段（２０），常住地又は従業地・通学地（９），１５歳以上自宅外就業者・通学者数 全国・都道府県（４７）,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,6570,該当なし,0,
0000031737,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01103,従業地・通学地（４Ｂ），利用交通手段（２０），１５歳以上自宅外就業者・通学者数 （常住地）市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,209021,該当なし,0,
0000031738,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01104,常住地（４Ｂ），利用交通手段（２０），１５歳以上自宅外就業者・通学者数 （従業地・通学地）市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,148839,該当なし,0,
0000031741,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01301,従業地・通学地（４Ａ），利用交通手段（２０），１５歳以上自宅外就業者・通学者数 （常住地）人口１０万以上の市・区,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,37987,該当なし,0,
0000031742,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01302,利用交通手段（２０），１５歳以上自宅外就業者・通学者数 （常住地）人口１０万以上の市・区 （従業地・通学地）都道府県・その他の都道府県・市区町村・その他の市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,340694,該当なし,0,
0000031745,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01403,常住地（４Ａ），利用交通手段（２０），１５歳以上自宅外就業者・通学者数 （従業地・通学地）人口１０万以上の市・区（１２大都市を除く）,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,36309,該当なし,0,
0000031746,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01404,利用交通手段（２０），１５歳以上自宅外就業者・通学者数 （従業地・通学地）人口１０万以上の市・区（１２大都市を除く） （常住地）都道府県・その他の都道府県・市区町村・その他の市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,389451,該当なし,0,
0000031764,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,02402,通勤・通学時間（１３），利用交通手段（２０），総数・１５歳以上自宅外就業者数・１５歳以上自宅外通学者数 （常住地）市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,1522117,該当なし,0,
0000031765,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,02501,従業地・通学地（４Ｂ），利用交通手段（２０），通勤・通学時間（１３），１５歳以上自宅外就業者・通学者数 （常住地）全国・都道府県・人口１０万以上の市・区,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,368631,該当なし,0,
0000031766,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,02502,常住地（４Ｂ），利用交通手段（２０），通勤・通学時間（１３），１５歳以上自宅外就業者・通学者数 （従業地・通学地）全国・都道府県・人口１０万以上の市・区,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,294133,該当なし,0,
0000033364,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01201,利用交通手段（９）、常住地による人口（４Ａ）、１５歳以上自宅外就業者・通学者数 （常住地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,121399,該当なし,0,
0000033365,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01202,利用交通手段（９）、従業地・通学地による人口（３B）、１５歳以上自宅外就業者・通学者数 （従業地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,87315,該当なし,0,
0000033372,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01501,利用交通手段（９）、１５歳以上自宅外就業者・通学者数 （常住地）人口１０万以上の市、従業地・通学地（５Ｄ）,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,20706,該当なし,0,
0000033373,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01502,利用交通手段（９）、１５歳以上自宅外就業者・通学者数 （常住地）人口１０万以上の市、（従通地）都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,223726,該当なし,0,
0000033374,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01601,利用交通手段（９）、１５歳以上自宅外就業者・通学者数 （従業地）人口１０万以上の市、常住地（５D）,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,20728,該当なし,0,
0000033375,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01602,利用交通手段（９）、１５歳以上自宅外就業者・通学者数 （従業地）人口１０万以上の市、（常住地）都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,272996,該当なし,0,
0003454514,00200521,国勢調査,00200,総務省,令和２年国勢調査 従業地・通学地による人口・就業状態等集計　（主な内容：従業地・通学地による人口，昼夜間人口など）,18,利用交通手段 利用交通手段，常住地又は従業地・通学地別通勤者・通学者数（15歳以上）－全国，都道府県，市区町村,-,202010,2022-07-22,2026-05-29,02,人口・世帯,01,人口,410685,全国,0,
0003454518,00200521,国勢調査,00200,総務省,令和２年国勢調査 従業地・通学地による人口・就業状態等集計　（主な内容：従業地・通学地による人口，昼夜間人口など）,21,利用交通手段 利用交通手段，従業地・通学地（全国［総数］，都道府県，市区町村）別通勤者・通学者数（15歳以上）－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口10万以上の市（常住地）,-,202010,2022-07-22,2026-05-29,02,人口・世帯,01,人口,11036300,全国,0,
