stats_data_id,stat_code,stat_name,gov_org_code,gov_org,statistics_name,title_no,title,cycle,survey_date,open_date,updated_date,main_category_code,main_category,sub_category_code,sub_category,overall_total_number,collect_area,small_area,description,relevance,matched_filters,data_status,downloaded_rows,api_total_number,values_file,request_meta_file,metadata_file,notes
0000031746,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01404,利用交通手段（２０），１５歳以上自宅外就業者・通学者数 （従業地・通学地）人口１０万以上の市・区（１２大都市を除く） （常住地）都道府県・その他の都道府県・市区町村・その他の市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,389451,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段030383"",""codes"":[{""code"":""004"",""level"":""1"",""name"":""　３ＪＲ以外の鉄道・電車"",""unit"":""人""},{""code"":""013"",""level"":""1"",""name"":""　１１ＪＲ及びＪＲ以外の鉄道・電車"",""unit"":""人""},{""code"":""014"",""level"":""1"",""name"":""　１２ＪＲ又はＪＲ以外の鉄道・電車及び乗合バス"",""unit"":""人""},{""code"":""015"",""level"":""1"",""name"":""　１３ＪＲ又はＪＲ以外の鉄道・電車及び勤め先・学校のバス"",""unit"":""人""},{""code"":""016"",""level"":""1"",""name"":""　１４ＪＲ又はＪＲ以外の鉄道・電車及び自家用車"",""unit"":""人""},{""code"":""017"",""level"":""1"",""name"":""　１５ＪＲ又はＪＲ以外の鉄道・電車及びオートバイ又は自転車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031746.json,利用交通手段030383
0000033372,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01501,利用交通手段（９）、１５歳以上自宅外就業者・通学者数 （常住地）人口１０万以上の市、従業地・通学地（５Ｄ）,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,20706,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段031328"",""codes"":[{""code"":""002"",""level"":""1"",""name"":""　2　鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033372.json,利用交通手段031328
0000031764,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,02402,通勤・通学時間（１３），利用交通手段（２０），総数・１５歳以上自宅外就業者数・１５歳以上自宅外通学者数 （常住地）市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,1522117,該当なし,0,,filtered_cdCat03,"[{""class_id"":""cat03"",""class_name"":""利用交通手段030383"",""codes"":[{""code"":""004"",""level"":""1"",""name"":""　３ＪＲ以外の鉄道・電車"",""unit"":""""},{""code"":""013"",""level"":""1"",""name"":""　１１ＪＲ及びＪＲ以外の鉄道・電車"",""unit"":""""},{""code"":""014"",""level"":""1"",""name"":""　１２ＪＲ又はＪＲ以外の鉄道・電車及び乗合バス"",""unit"":""""},{""code"":""015"",""level"":""1"",""name"":""　１３ＪＲ又はＪＲ以外の鉄道・電車及び勤め先・学校のバス"",""unit"":""""},{""code"":""016"",""level"":""1"",""name"":""　１４ＪＲ又はＪＲ以外の鉄道・電車及び自家用車"",""unit"":""""},{""code"":""017"",""level"":""1"",""name"":""　１５ＪＲ又はＪＲ以外の鉄道・電車及びオートバイ又は自転車"",""unit"":""""}],""param"":""cdCat03""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031764.json,利用交通手段030383
0000033374,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01601,利用交通手段（９）、１５歳以上自宅外就業者・通学者数 （従業地）人口１０万以上の市、常住地（５D）,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,20728,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段031328"",""codes"":[{""code"":""002"",""level"":""1"",""name"":""　2　鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033374.json,利用交通手段031328
0000033373,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01502,利用交通手段（９）、１５歳以上自宅外就業者・通学者数 （常住地）人口１０万以上の市、（従通地）都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,223726,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段031328"",""codes"":[{""code"":""002"",""level"":""1"",""name"":""　2　鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033373.json,利用交通手段031328
0000033365,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01202,利用交通手段（９）、従業地・通学地による人口（３B）、１５歳以上自宅外就業者・通学者数 （従業地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,87315,該当なし,0,,filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""利用交通手段031328"",""codes"":[{""code"":""002"",""level"":""1"",""name"":""　2　鉄道・電車"",""unit"":""""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033365.json,利用交通手段031328
0000033364,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01201,利用交通手段（９）、常住地による人口（４Ａ）、１５歳以上自宅外就業者・通学者数 （常住地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,121399,該当なし,0,,filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""利用交通手段031328"",""codes"":[{""code"":""002"",""level"":""1"",""name"":""　2　鉄道・電車"",""unit"":""""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033364.json,利用交通手段031328
0003410872,00200521,国勢調査,00200,総務省,平成22年国勢調査 最終報告書「日本の人口・世帯」統計表,40,常住地による利用交通手段（9区分）別15歳以上自宅外就業者・通学者数－全国，都道府県（平成22年）,-,201001-201012,2020-05-22,2026-05-29,02,人口・世帯,01,人口,960,該当なし,0,,filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""利用交通手段2010"",""codes"":[{""code"":""003"",""level"":""2"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003410872.json,利用交通手段2010
0003454518,00200521,国勢調査,00200,総務省,令和２年国勢調査 従業地・通学地による人口・就業状態等集計　（主な内容：従業地・通学地による人口，昼夜間人口など）,21,利用交通手段 利用交通手段，従業地・通学地（全国［総数］，都道府県，市区町村）別通勤者・通学者数（15歳以上）－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口10万以上の市（常住地）,-,202010,2022-07-22,2026-05-29,02,人口・世帯,01,人口,11036300,全国,0,,filtered_cdCat03,"[{""class_id"":""cat03"",""class_name"":""利用交通手段"",""codes"":[{""code"":""02"",""level"":""1"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat03""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003454518.json,利用交通手段
0003454514,00200521,国勢調査,00200,総務省,令和２年国勢調査 従業地・通学地による人口・就業状態等集計　（主な内容：従業地・通学地による人口，昼夜間人口など）,18,利用交通手段 利用交通手段，常住地又は従業地・通学地別通勤者・通学者数（15歳以上）－全国，都道府県，市区町村,-,202010,2022-07-22,2026-05-29,02,人口・世帯,01,人口,410685,全国,0,,filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""利用交通手段"",""codes"":[{""code"":""02"",""level"":""1"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003454514.json,利用交通手段
0000033375,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,01602,利用交通手段（９）、１５歳以上自宅外就業者・通学者数 （従業地）人口１０万以上の市、（常住地）都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,272996,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段031328"",""codes"":[{""code"":""002"",""level"":""1"",""name"":""　2　鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033375.json,利用交通手段031328
0003063782,00200521,国勢調査,00200,総務省,平成22年国勢調査 従業地・通学地による人口・産業等集計（人口の男女，年齢，就業者の産業（大分類）),01501,常住地による従業・通学市区町村，利用交通手段(9区分)別15歳以上自宅外就業者・通学者数 人口10万以上の市,-,201010,2012-06-26,2026-05-29,02,人口・世帯,01,人口,217481,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段2010"",""codes"":[{""code"":""003"",""level"":""2"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003063782.json,利用交通手段2010
0003063776,00200521,国勢調査,00200,総務省,平成22年国勢調査 従業地・通学地による人口・産業等集計（人口の男女，年齢，就業者の産業（大分類）),01200,常住地又は従業地・通学地による利用交通手段(9区分)別15歳以上自宅外就業者・通学者数 全国，都道府県，市区町村,-,201010,2012-06-26,2026-05-29,02,人口・世帯,01,人口,216590,該当なし,0,,filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""利用交通手段2010"",""codes"":[{""code"":""003"",""level"":""2"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003063776.json,利用交通手段2010
0003063783,00200521,国勢調査,00200,総務省,平成22年国勢調査 従業地・通学地による人口・産業等集計（人口の男女，年齢，就業者の産業（大分類）),01502,常住地による従業・通学市区町村，利用交通手段(9区分)別15歳以上自宅外就業者・通学者数 20大都市の区,-,201010,2012-06-26,2026-05-29,02,人口・世帯,01,人口,152372,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段2010"",""codes"":[{""code"":""003"",""level"":""2"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003063783.json,利用交通手段2010
0003454519,00200521,国勢調査,00200,総務省,令和２年国勢調査 従業地・通学地による人口・就業状態等集計　（主な内容：従業地・通学地による人口，昼夜間人口など）,22,利用交通手段 利用交通手段，常住地（全国，都道府県，市区町村）別通勤者・通学者数（15歳以上）－全国［総数］，都道府県，21大都市，21大都市の区，県庁所在市，人口10万以上の市（従業地・通学地）,-,202010,2022-07-22,2026-05-29,02,人口・世帯,01,人口,11036300,全国,0,,filtered_cdCat03,"[{""class_id"":""cat03"",""class_name"":""利用交通手段"",""codes"":[{""code"":""02"",""level"":""1"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat03""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003454519.json,利用交通手段
0003389171,00200521,国勢調査,00200,総務省,平成12年国勢調査 最終報告書日本の人口（平成12年国勢調査の主要結果）,60,常住地による利用交通手段（9区分）別15歳以上自宅外就業者・通学者数－全国，都道府県（平成12年）,-,200001-200012,2020-05-22,2026-05-29,02,人口・世帯,01,人口,960,該当なし,0,,filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""利用交通手段９区分2000"",""codes"":[{""code"":""120"",""level"":""2"",""name"":""2鉄道・電車"",""unit"":""""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003389171.json,利用交通手段９区分2000
0000031294,00200521,国勢調査,00200,総務省,平成２年国勢調査 1%抽出速報集計,022,利用交通手段（１１），常住地又は従業地・通学地（９），１５歳以上自宅外就業者・通学者数 全国・都道府県（４７）,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,3804,該当なし,0,,filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""利用交通手段030385"",""codes"":[{""code"":""003"",""level"":""1"",""name"":""３ＪＲ以外の鉄道・電車"",""unit"":""""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031294.json,利用交通手段030385
0003063785,00200521,国勢調査,00200,総務省,平成22年国勢調査 従業地・通学地による人口・産業等集計（人口の男女，年齢，就業者の産業（大分類）),01602,従業地・通学地による常住市区町村，利用交通手段(9区分)別15歳以上自宅外就業者・通学者数 20大都市の区,-,201010,2012-06-26,2026-05-29,02,人口・世帯,01,人口,203456,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段2010"",""codes"":[{""code"":""003"",""level"":""2"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003063785.json,利用交通手段2010
0003063784,00200521,国勢調査,00200,総務省,平成22年国勢調査 従業地・通学地による人口・産業等集計（人口の男女，年齢，就業者の産業（大分類）),01601,従業地・通学地による常住市区町村，利用交通手段(9区分)別15歳以上自宅外就業者・通学者数 人口10万以上の市,-,201010,2012-06-26,2026-05-29,02,人口・世帯,01,人口,213070,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段2010"",""codes"":[{""code"":""003"",""level"":""2"",""name"":""鉄道・電車"",""unit"":""""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0003063784.json,利用交通手段2010
0000031747,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01501,従業地・通学地（４Ａ），利用交通手段（１１），１５歳以上自宅外就業者・通学者数 （常住地）人口１０万以上の市・区,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,21079,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段030385"",""codes"":[{""code"":""003"",""level"":""1"",""name"":""３ＪＲ以外の鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031747.json,利用交通手段030385
0000031749,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01601,常住地（４Ａ），利用交通手段（１１），１５歳以上自宅外就業者・通学者数 （従業地・通学地）人口１０万以上の市・区,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,21090,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段030385"",""codes"":[{""code"":""003"",""level"":""1"",""name"":""３ＪＲ以外の鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031749.json,利用交通手段030385
0000031739,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01201,従業地・通学地（４Ｂ），利用交通手段（１１），１５歳以上自宅外就業者・通学者数 （常住地）全国・都道府県・市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,132223,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段030385"",""codes"":[{""code"":""003"",""level"":""1"",""name"":""３ＪＲ以外の鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031739.json,利用交通手段030385
0000031740,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01202,常住地（４Ｂ），利用交通手段（１１），１５歳以上自宅外就業者・通学者数 （従業地・通学地）全国・都道府県・市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,94956,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段030385"",""codes"":[{""code"":""003"",""level"":""1"",""name"":""３ＪＲ以外の鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031740.json,利用交通手段030385
0000031748,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01502,利用交通手段（１１），１５歳以上自宅外就業者・通学者数 （常住地）人口１０万以上の市・区 （従業地・通学地）都道府県・その他の都道府県・市区町村・その他の市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,215148,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段030385"",""codes"":[{""code"":""003"",""level"":""1"",""name"":""３ＪＲ以外の鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031748.json,利用交通手段030385
0000031750,00200521,国勢調査,00200,総務省,平成２年国勢調査 従業地・通学地集計その1,01602,利用交通手段（１１），１５歳以上自宅外就業者・通学者数 （従業地・通学地）人口１０万以上の市・区 （常住地）都道府県・その他の都道府県・市区町村・その他の市区町村,-,199010,2007-10-05,2026-05-29,02,人口・世帯,01,人口,274904,該当なし,0,,filtered_cdCat02,"[{""class_id"":""cat02"",""class_name"":""利用交通手段030385"",""codes"":[{""code"":""003"",""level"":""1"",""name"":""３ＪＲ以外の鉄道・電車"",""unit"":""人""}],""param"":""cdCat02""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000031750.json,利用交通手段030385
0000020208,00200502,社会・人口統計体系,00200,総務省,市区町村データ 基礎データ（廃置分合処理済）,0000020208,Ｈ　居住,年度次,0,2026-06-19,2026-06-19,99,その他,99,その他,3362659,市区町村,0,"{""TABULATION_CATEGORY_EXPLANATION"":""社会・人口統計体系の市区町村ごとに集計したデータを提供します。"",""TABULATION_SUB_CATEGORY_EXPLANATION1"":""データは、2025年3月31日時点の市区町村で整備しています。""}",filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""Ｈ　居住"",""codes"":[{""code"":""H730102"",""level"":""1"",""name"":""H730102_自宅外通勤・通学者数（鉄道・電車）"",""unit"":""人""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000020208.json,Ｈ　居住
0000033332,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00101,男女（３）、年齢（５歳階級２０Ｃ）、常住地による人口（７）、人口 （常住地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,1101815,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033332.json,no railway classification filter was found
0000033333,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00102,男女（３）、年齢（５歳階級２０Ｃ）、常住地による人口（４Ｂ）、１５歳以上就業者数 （常住地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,668304,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033333.json,no railway classification filter was found
0000033335,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00104,男女（３）、年齢（５歳階級２０Ｃ）、従業地・通学地による人口（３B）、１５歳以上就業者数 （従業地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,474914,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033335.json,no railway classification filter was found
0000033334,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00103,男女（３）、年齢（５歳階級２０Ｃ）、従業地・通学地による人口（３A）、人口 （従業地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,497303,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033334.json,no railway classification filter was found
0000033338,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00107,有配偶の女性就業者（３）、従業地・通学地による人口（３A）、人口 （従業地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,27208,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033338.json,no railway classification filter was found
0000033336,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00105,有配偶の女性就業者（３）、常住地による人口（７）、人口 （常住地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,47970,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033336.json,no railway classification filter was found
0000033340,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00201,男女（３）、通勤・通学者数（２）、１５歳以上就業者数・１５歳以上通学者数 （常住地）全国・都道府県、従業地・通学地（５Ａ）,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,3888,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033340.json,no railway classification filter was found
0000020108,00200502,社会・人口統計体系,00200,総務省,市区町村データ 基礎データ（オリジナル）,0000020108,Ｈ　居住,年度次,0,2026-06-19,2026-06-19,99,その他,99,その他,3895663,市区町村,0,"{""TABULATION_CATEGORY_EXPLANATION"":""社会・人口統計体系の市区町村ごとに集計したデータを提供します。""}",filtered_cdCat01,"[{""class_id"":""cat01"",""class_name"":""Ｈ　居住"",""codes"":[{""code"":""H730102"",""level"":""1"",""name"":""H730102_自宅外通勤・通学者数（鉄道・電車）"",""unit"":""人""}],""param"":""cdCat01""}]",metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000020108.json,Ｈ　居住
0000033342,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00205,男女（３）、通勤・通学者数（２）、１５歳以上就業者数・１５歳以上通学者数 （常住地）都道府県、（従業地・通学地）都道府県,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,17802,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033342.json,no railway classification filter was found
0000033337,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00106,有配偶の女性就業者（３）、常住地による人口（４Ｂ）、１５歳以上就業者数 （常住地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,37687,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033337.json,no railway classification filter was found
0000033344,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00301,男女（３）、通勤・通学者数（２）、１５歳以上就業者数・１５歳以上通学者数 （従業地）都道府県、常住地（５Ａ）,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,3798,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033344.json,no railway classification filter was found
0000033339,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00108,有配偶の女性就業者（３）、従業地・通学地による人口（３B）、１５歳以上就業者数 （従業地）全国・都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,27208,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033339.json,no railway classification filter was found
0000033346,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00305,男女（３）、通勤・通学者数（２）、１５歳以上就業者数・１５歳以上通学者数 （従業地）都道府県、（常住地）都道府県,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,17802,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033346.json,no railway classification filter was found
0000033341,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00203,男女（３）、通勤・通学者数（２）、１５歳以上就業者数・１５歳以上通学者数 （常住地）市区町村、従業地・通学地（５B）,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,257828,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033341.json,no railway classification filter was found
0000033345,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00303,男女（３）、通勤・通学者数（２）、１５歳以上就業者数・１５歳以上通学者数 （従業地）市区町村、常住地（５Ｂ）,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,244736,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033345.json,no railway classification filter was found
0000033348,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,004,男女（３）、常住都道府県（４７）、従業・通学都道府県（４７）、１５歳以上自宅外就業者・通学者数 全国,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,5845,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033348.json,no railway classification filter was found
0000033343,00200521,国勢調査,00200,総務省,平成12年国勢調査 従業地・通学地集計その1（通勤・通学人口，従業地による就業者の産業別構成，利用交通手段など）,00206,男女（３）、通勤・通学者数（２）、１５歳以上就業者数・１５歳以上通学者数 （常住地）市区町村、（従通地）都道府県・市区町村,-,200010,2007-10-07,2026-05-29,02,人口・世帯,01,人口,2638710,該当なし,0,,skipped_no_railway_filter,[],metadata_only,0,,,,.\research_project\data\raw\estat_discovery_transport_census\metadata\0000033343.json,no railway classification filter was found
